symbol,date,open,high,low,close,usd_volume,base_volume,usd_volume_mil
1INCH,2025-06-10,0.214743831593544,0.228381260126853,0.212141023740775,0.228317759687075,18510803.7345591,84153157.8499336,18.5108037345591
1INCH,2025-06-11,0.228317759687075,0.228318893380246,0.21725795983499,0.219368036918967,15693216.3185719,70187215.8196646,15.6932163185719
1INCH,2025-06-12,0.219368036918967,0.219705387222354,0.202757763768581,0.20498946488664,25288248.8257812,119304893.486496,25.2882488257812
1INCH,2025-06-13,0.20498946488664,0.205063495077542,0.186101122759001,0.195711067056507,18405388.7192862,96561451.3293529,18.4053887192862
1INCH,2025-06-14,0.195711067056507,0.196498293225273,0.190473595490052,0.194686781179663,7241564.01051831,37338763.7276237,7.241564010518309
1INCH,2025-06-15,0.194686781179663,0.196631178710721,0.190098063932781,0.194660918111498,6036867.03324953,31127520.7526946,6.03686703324953
1INCH,2025-06-16,0.194660918111498,0.204019887693566,0.192443823861128,0.195749631869586,10202400.3140294,51076210.6337081,10.202400314029399
1INCH,2025-06-17,0.195749631869586,0.199849529448962,0.186566962190191,0.189090146251799,8933578.36589144,46311580.6377003,8.93357836589144
1INCH,2025-06-18,0.189090146251799,0.193888389258222,0.183093545791135,0.190920356957301,8681114.08598476,45989585.7398174,8.681114085984762
1INCH,2025-06-19,0.190920356957301,0.192780980660724,0.183751982638356,0.187080807372784,6448652.91075714,34161858.0448686,6.44865291075714
1INCH,2025-06-20,0.187080807372784,0.190826915079468,0.177506804771464,0.1815805963065,7724512.52758246,41808076.1330297,7.72451252758246
1INCH,2025-06-21,0.1815805963065,0.183727882838944,0.169072102285278,0.171962745225866,7408593.90650242,41857963.793769,7.4085939065024204
1INCH,2025-06-22,0.171962745225866,0.173822200966549,0.15789826995755,0.166836733861473,15967497.8029897,96479645.1852982,15.967497802989701
1INCH,2025-06-23,0.166836733861473,0.182194424372527,0.165088986586539,0.181747815942434,11412998.8842698,66414619.6912521,11.4129988842698
1INCH,2025-06-24,0.181747815942434,0.184733211292516,0.179832577306282,0.183226588219275,9132165.69829903,50174528.3052948,9.13216569829903
1INCH,2025-06-25,0.183226588219275,0.183854690532325,0.179194342960765,0.180399646405086,8029559.99047509,44218363.8259439,8.02955999047509
1INCH,2025-06-26,0.180399646405086,0.184768740845838,0.173739516291961,0.174118803256112,8510786.17644967,47750220.8399811,8.51078617644967
1INCH,2025-06-27,0.174118803256112,0.178040401062059,0.17273754320448,0.177597551141926,6407366.65970363,36467328.9574427,6.40736665970363
1INCH,2025-06-28,0.177597551141926,0.180535648484701,0.175314160841075,0.179181277871914,4418544.65012907,24894198.6624927,4.4185446501290695
1INCH,2025-06-29,0.179181277871914,0.186923970050297,0.176815875248519,0.185408445619716,5435687.18885591,30156031.4884928,5.43568718885591
1INCH,2025-06-30,0.185408445619716,0.18596529561914,0.176106672916694,0.178298822532241,8664006.52220389,48275992.010467,8.664006522203891
1INCH,2025-07-01,0.178298822532241,0.179347321243951,0.166678945134007,0.168017379433823,7372192.58397723,42981284.8005458,7.37219258397723
1INCH,2025-07-02,0.168017379433823,0.183807991698104,0.166549439295712,0.181095635148095,8966046.26067978,51182788.6326094,8.96604626067978
1INCH,2025-07-03,0.181095635148095,0.188907306224262,0.18018912823057,0.181804575097357,14033496.1239219,76292780.1911457,14.0334961239219
1INCH,2025-07-04,0.181804575097357,0.182722648521315,0.171491747401068,0.173063026694892,5117241.85592229,29042393.2939902,5.11724185592229
1INCH,2025-07-05,0.173063026694892,0.181831292568651,0.170634335463701,0.180164220484197,17576266.1379358,100688785.974932,17.5762661379358
1INCH,2025-07-06,0.180164220484197,0.191590887823619,0.178975361685068,0.189301321310257,26523610.4388571,142855072.177549,26.5236104388571
1INCH,2025-07-07,0.189301321310257,0.195695256523933,0.187497121455718,0.191012073082784,17624282.3886371,92251378.240815,17.6242823886371
1INCH,2025-07-08,0.191012073082784,0.208025770219165,0.187921256259225,0.204911634975559,29253564.8614358,147199648.110989,29.2535648614358
1INCH,2025-07-09,0.204911634975559,0.213688275278533,0.200764917857538,0.212629343366894,24084380.0305808,116572235.701238,24.0843800305808
1INCH,2025-07-10,0.212629343366894,0.236726642926639,0.210476332645232,0.234644540015499,22142371.8638321,100678613.959616,22.1423718638321
1INCH,2025-07-11,0.234644540015499,0.319138913173281,0.233894076237434,0.293381171976247,306033055.187174,1066793285.97326,306.033055187174
1INCH,2025-07-12,0.293381171976247,0.33353455218675,0.272971715221413,0.321478610497093,116660212.360649,395175612.22124,116.660212360649
1INCH,2025-07-13,0.321478610497093,0.387537652344425,0.306640737432878,0.317122684584335,257270463.606026,759009005.396189,257.270463606026
1INCH,2025-07-14,0.317122684584335,0.362966917350451,0.306056286702199,0.352184557630177,108975876.973522,331234078.165995,108.97587697352199
1INCH,2025-07-15,0.352184557630177,0.356948147284289,0.325074835282168,0.339808332261408,86681645.3854915,254084533.952169,86.6816453854915
1INCH,2025-07-16,0.339808332261408,0.376068646179528,0.323993447486247,0.326373709160896,89197557.6045759,255502305.794032,89.1975576045759
1INCH,2025-07-17,0.326373709160896,0.331610672536917,0.315230642532838,0.322786391577156,38099823.0515786,117339667.861271,38.0998230515786
1INCH,2025-07-18,0.322786391577156,0.340174224148606,0.309642534234738,0.315706571507237,47411090.5108165,143924344.065076,47.4110905108165
1INCH,2025-07-19,0.315706571507237,0.323206424453471,0.306782240583363,0.317852569688812,15436750.5316521,48853604.6562655,15.4367505316521
1INCH,2025-07-20,0.317852569688812,0.329480244734239,0.313034229141767,0.318697993515523,16790369.9779556,52045828.2011374,16.7903699779556
1INCH,2025-07-21,0.318697993515523,0.331160241930224,0.312734240180329,0.316272570327246,20714520.6662749,64512653.431004,20.7145206662749
1INCH,2025-07-22,0.316272570327246,0.317608880233877,0.295825552059493,0.311664491187344,24501163.4825531,80390243.3839925,24.5011634825531
1INCH,2025-07-23,0.311664491187344,0.313742893703443,0.275904207496361,0.283366454625506,22025842.4294881,74571286.4767782,22.0258424294881
1INCH,2025-07-24,0.283366454625506,0.287409321695074,0.264689921179149,0.273350839611755,16032152.761707,58030593.7837847,16.032152761707
1INCH,2025-07-25,0.273350839611755,0.279780479133695,0.266370968158636,0.279257691332109,9790997.41949489,35849829.1773374,9.79099741949489
1INCH,2025-07-26,0.279257691332109,0.28662067011023,0.275859797680727,0.281847509667146,6192744.0578959,22050419.9354763,6.1927440578959
1INCH,2025-07-27,0.281847509667146,0.292770936076663,0.27986530053392,0.291200173898581,8722823.16769641,30426464.4565776,8.722823167696411
1INCH,2025-07-28,0.291200173898581,0.294479053918241,0.268163628976767,0.269992016774564,10612284.0597724,37629898.1586927,10.6122840597724
1INCH,2025-07-29,0.269992016774564,0.279191945005891,0.262868369482418,0.273916857626307,12080886.6263776,44433807.0803177,12.0808866263776
1INCH,2025-07-30,0.273916857626307,0.274802849754849,0.25283771820719,0.264613760438515,12058412.7932871,45698283.2730746,12.0584127932871
1INCH,2025-07-31,0.264613760438515,0.271761819393493,0.248609346359602,0.249310259965237,9516074.65290637,36406474.4538247,9.516074652906369
1INCH,2025-08-01,0.249310259965237,0.250691285503111,0.236177405762462,0.241897034106071,12085200.7188069,49420902.3809435,12.0852007188069
1INCH,2025-08-02,0.241897034106071,0.245844899508733,0.23296496021263,0.242760062563296,11664465.625454,48754359.9418541,11.664465625454
1INCH,2025-08-03,0.242760062563296,0.252490726578369,0.240141835542384,0.251124825108723,8032132.81107816,32344952.4085807,8.03213281107816
1INCH,2025-08-04,0.251124825108723,0.275630909364097,0.250733190520636,0.273398837987106,16162210.6456812,60950344.6931473,16.1622106456812
1INCH,2025-08-05,0.273398837987106,0.275659879749658,0.253475187221194,0.258498923351014,11231604.3879039,42552487.1673297,11.2316043879039
1INCH,2025-08-06,0.258498923351014,0.269897515991683,0.249715349654335,0.267822943622639,8841197.39700205,34242835.5743151,8.84119739700205
A,2025-05-29,0.756735815854712,0.780434756570094,0.679347913145368,0.689439848571822,28588673.304903,38800124.0459377,28.588673304903
A,2025-05-30,0.689439848571822,0.74951746978672,0.578283345347424,0.612926713273746,69187264.2604281,101185892.772544,69.1872642604281
A,2025-05-31,0.612926713273746,0.64376699608419,0.583673049861372,0.610086842590329,49619293.9203983,80200178.9200156,49.619293920398306
A,2025-06-01,0.610086842590329,0.676077359902954,0.600556241070045,0.645902281858188,59292932.1471339,94281914.7218323,59.292932147133904
A,2025-06-02,0.645902281858188,0.65447598415312,0.62046717498541,0.651376086731359,109607302.200463,172552228.512748,109.607302200463
A,2025-06-03,0.651376086731359,0.660738876526058,0.635045846587131,0.639657637416559,90288838.86228,139408658.945601,90.28883886228
A,2025-06-04,0.639657637416559,0.660528330164097,0.608536684206669,0.621796019652756,36203677.5396016,57126687.3741924,36.2036775396016
A,2025-06-05,0.621796019652756,0.636234530940365,0.561170684840284,0.579727219558093,51641107.0912339,85697479.3652476,51.6411070912339
A,2025-06-06,0.579727219558093,0.596537329199201,0.575357151838784,0.586949572054804,28162431.5367011,48006355.6331909,28.162431536701103
A,2025-06-07,0.586949572054804,0.600359145138667,0.585096086706787,0.590175983698911,20704982.1410182,34933308.4805,20.7049821410182
A,2025-06-08,0.590175983698911,0.592299146990568,0.568372049412418,0.582579606535475,24758910.3300634,42476418.6819846,24.758910330063397
A,2025-06-09,0.582579606535475,0.600335561166425,0.561342497878472,0.597391185848783,41884949.2889438,72203103.6441061,41.884949288943794
A,2025-06-10,0.597391185848783,0.604980894115663,0.577519557121616,0.60144006966555,42506421.5927604,71802151.8958789,42.5064215927604
A,2025-06-11,0.60144006966555,0.701998555457726,0.591225532114704,0.632635769369739,126957140.853661,193748432.870147,126.957140853661
A,2025-06-12,0.632635769369739,0.635571519175875,0.551726752462229,0.566815291781765,59594741.1945186,100734057.260179,59.594741194518605
A,2025-06-13,0.566815291781765,0.567246519974895,0.512507473553227,0.538958988264069,52929521.4407809,100056040.126173,52.9295214407809
A,2025-06-14,0.538958988264069,0.539415255137169,0.517799296017571,0.531189990897939,17786259.6055658,33594761.8031276,17.7862596055658
A,2025-06-15,0.531189990897939,0.535935298340939,0.516271664802902,0.529471743083315,14245107.1787013,26996728.1622486,14.2451071787013
A,2025-06-16,0.529471743083315,0.547821468728126,0.522429153514805,0.52393746615051,27100090.3790773,50392391.6402579,27.1000903790773
A,2025-06-17,0.52393746615051,0.535141379950185,0.48970452362859,0.504455105421313,35063479.4586978,68424609.0160155,35.063479458697806
A,2025-06-18,0.504455105421313,0.51386796327055,0.489713655270386,0.511692379609157,26206036.4083979,51889958.1878379,26.206036408397903
A,2025-06-19,0.511692379609157,0.514849855167738,0.501894811838679,0.509970326555205,13636040.612821,26762662.9773858,13.636040612821
A,2025-06-20,0.509970326555205,0.523634800299944,0.490759729667866,0.49985350983252,26104519.3599853,51315854.4465598,26.1045193599853
A,2025-06-21,0.49985350983252,0.50886828893478,0.458623678654527,0.473580902550723,24396272.2185372,50180347.5646489,24.3962722185372
A,2025-06-22,0.473580902550723,0.481050580373744,0.453655399558625,0.477236960187763,40635228.6130074,86898120.5428659,40.6352286130074
A,2025-06-23,0.477236960187763,0.514817775314416,0.47102376027798,0.513427002842221,34318730.4688793,70321389.4693035,34.318730468879295
A,2025-06-24,0.513427002842221,0.528093611050606,0.500600784005353,0.510559345493777,33054564.5745304,64549348.9414461,33.0545645745304
A,2025-06-25,0.510559345493777,0.527989121446004,0.502393894130221,0.508248239578571,35260820.0811348,68921184.4165074,35.2608200811348
A,2025-06-26,0.508248239578571,0.515555961101142,0.490053129106642,0.494016505113534,22917131.8453803,45736897.3159325,22.9171318453803
A,2025-06-27,0.494016505113534,0.502426470527717,0.483808721777077,0.494438283939198,22177959.9385342,45005788.1851472,22.1779599385342
A,2025-06-28,0.494438283939198,0.502948154368208,0.48889686223084,0.500501621417454,11473773.8903234,23172152.0158547,11.4737738903234
A,2025-06-29,0.500501621417454,0.513759035567519,0.491624426770699,0.511314384775119,13490900.7438762,26952162.8652803,13.4909007438762
A,2025-06-30,0.511314384775119,0.513271304121579,0.489427727487159,0.494141154243283,19906419.5131908,39929893.7197472,19.906419513190798
A,2025-07-01,0.494141154243283,0.495020622898256,0.474055057676197,0.476715945013875,21591624.6812882,44570953.0659234,21.591624681288202
A,2025-07-02,0.476715945013875,0.50312540525567,0.473513188850493,0.496140059398347,26653386.4553389,54417898.7939966,26.6533864553389
A,2025-07-03,0.496140059398347,0.506676659488012,0.494388981996354,0.498460384323594,21254416.9990191,42446727.7540026,21.254416999019103
A,2025-07-04,0.498460384323594,0.49961728642918,0.474185502286475,0.480065175715004,20471713.228538,42248394.7122754,20.471713228538
A,2025-07-05,0.480065175715004,0.483727683394285,0.473631999492548,0.480659208715865,10460078.5892026,21844522.0392749,10.460078589202599
A,2025-07-06,0.480659208715865,0.489027505486529,0.474648879238529,0.482522400918389,11366907.1481847,23628294.4023813,11.3669071481847
A,2025-07-07,0.482522400918389,0.549301619159759,0.476230858169322,0.487129229715228,54000122.4351743,107888888.682624,54.000122435174305
A,2025-07-08,0.487129229715228,0.517298466180327,0.482071136965783,0.504322038937973,75068569.2280072,150328696.916445,75.06856922800719
A,2025-07-09,0.504322038937973,0.527151259816472,0.496799036669706,0.523238495591003,45787283.6608261,89820348.307766,45.787283660826105
A,2025-07-10,0.523238495591003,0.545733315466134,0.516715968479336,0.543891186694573,46003461.757936,87168354.9876346,46.003461757936
A,2025-07-11,0.543891186694573,0.558542467194122,0.528232841355724,0.537760838577304,66169367.5128226,120937602.336987,66.1693675128226
A,2025-07-12,0.537760838577304,0.546259194191627,0.514364046530511,0.529068932296541,37533971.7011668,70468101.4668404,37.5339717011668
A,2025-07-13,0.529068932296541,0.56073263500975,0.525873882601481,0.54483607403201,32436542.0322334,59989100.0381588,32.4365420322334
A,2025-07-14,0.54483607403201,0.570449919127101,0.536633160591227,0.548037679346682,60303738.2334427,108505351.301294,60.3037382334427
A,2025-07-15,0.548037679346682,0.555678697907416,0.530896976873206,0.5546271883292,48354748.409432,89341668.0427939,48.354748409432
A,2025-07-16,0.5546271883292,0.568856631584978,0.54681524946472,0.558438094499393,31935378.0296972,57263071.2093301,31.935378029697198
A,2025-07-17,0.558438094499393,0.573178910581153,0.542970321327294,0.568335970512552,41954793.7768981,75181345.5807337,41.9547937768981
A,2025-07-18,0.568335970512552,0.61118752861672,0.558802038931333,0.592095300418356,81139707.5348779,138766779.998395,81.1397075348779
A,2025-07-19,0.592095300418356,0.618998954090296,0.570843109418651,0.606976377634204,55037536.2102143,92822477.7239274,55.0375362102143
A,2025-07-20,0.606976377634204,0.637012173208654,0.598037515001909,0.622057814024437,44797377.5960024,72594027.3769321,44.7973775960024
A,2025-07-21,0.622057814024437,0.638554141911629,0.58822458808181,0.603893140283048,58889260.4792056,95068833.3111752,58.8892604792056
A,2025-07-22,0.603893140283048,0.605738193208443,0.578255156198338,0.600793797252736,49907472.9924006,84403451.2533461,49.9074729924006
A,2025-07-23,0.600793797252736,0.644213985370071,0.574052854320128,0.606845383751507,134805459.571157,220839196.966895,134.805459571157
A,2025-07-24,0.606845383751507,0.610425181118025,0.551079095296208,0.574229913707596,63015895.6822639,108467203.841004,63.0158956822639
A,2025-07-25,0.574229913707596,0.576584017386761,0.552128775451235,0.575327675236692,58600330.3590762,104060198.18092,58.6003303590762
A,2025-07-26,0.575327675236692,0.57713148984718,0.568348319059019,0.56927351578943,18202517.6332469,31753202.5343963,18.2025176332469
A,2025-07-27,0.56927351578943,0.583456103626383,0.568248321547319,0.581165750174759,22085138.4581424,38245795.6582986,22.0851384581424
A,2025-07-28,0.581165750174759,0.590638309115914,0.537632891322918,0.544647126901669,36232854.4178229,63895387.2255572,36.2328544178229
A,2025-07-29,0.544647126901669,0.557100348142672,0.533733019380624,0.544182470600662,30361624.7873905,55817415.560508,30.3616247873905
A,2025-07-30,0.544182470600662,0.545350002529895,0.514084025914891,0.533967473538326,34767859.5951421,65294663.2217882,34.7678595951421
A,2025-07-31,0.533967473538326,0.541422515339504,0.510967991176736,0.511052640568972,27594754.2519727,52086661.2623099,27.594754251972702
A,2025-08-01,0.511052640568972,0.512884283283241,0.487982546648954,0.500213090678453,44558342.9325487,88531426.8956086,44.558342932548705
A,2025-08-02,0.500213090678453,0.504916840495214,0.478096065530622,0.487604522878707,28073640.966428,57113612.8487979,28.073640966428
A,2025-08-03,0.487604522878707,0.499165083329248,0.481377800390773,0.496684806430065,15819016.381592,32067029.8805564,15.819016381592
A,2025-08-04,0.496684806430065,0.512993444700253,0.496341468511455,0.512346680206637,19015686.6449335,37743462.0025187,19.0156866449335
A,2025-08-05,0.512346680206637,0.521523074321913,0.495465309487466,0.504841099323053,34486367.0200133,67770999.1208523,34.486367020013304
A,2025-08-06,0.504841099323053,0.51027571377277,0.493086106977121,0.508553690849903,17394533.2208009,34706600.9931302,17.3945332208009
AAVE,2025-04-19,138.376501975946,142.924223870837,137.952315075897,141.955543157475,73462564.9820112,524517.411830583,73.4625649820112
AAVE,2025-04-20,141.955543157475,143.474674443726,136.846492845654,140.944625733632,74454446.0459953,531024.617723591,74.4544460459953
AAVE,2025-04-21,140.944625733632,146.195047634501,139.305170886026,142.926563514091,139155815.940573,969726.319251481,139.155815940573
AAVE,2025-04-22,142.926563514091,158.879483596012,140.032225809116,158.248185582124,209858171.358864,1401625.97216843,209.858171358864
AAVE,2025-04-23,158.248185582124,168.823922367738,157.91882878821,168.140392519335,268503570.695198,1634068.4898799,268.503570695198
AAVE,2025-04-24,168.140392519335,170.625382308475,158.64536170197,167.971378544124,234244021.622495,1419561.87747799,234.24402162249498
AAVE,2025-04-25,167.971378544124,170.618234192116,163.326183088161,166.676580109288,225926552.695741,1352139.66926542,225.926552695741
AAVE,2025-04-26,166.676580109288,173.194040848925,164.678431082616,172.939593315027,169858343.865213,1003407.379745,169.85834386521302
AAVE,2025-04-27,172.939593315027,179.316138447733,165.80688608759,166.889591632337,178236552.540414,1044292.10410636,178.236552540414
AAVE,2025-04-28,166.889591632337,174.95753435841,162.358299230314,166.283874577743,222134132.588258,1319894.36767495,222.134132588258
AAVE,2025-04-29,166.283874577743,171.283358156836,163.862948860612,165.796354254806,164327544.892095,978544.466336416,164.327544892095
AAVE,2025-04-30,165.796354254806,167.027032111014,155.778792853688,164.414437543679,163373556.279343,1004380.97142909,163.373556279343
AAVE,2025-05-01,164.414437543679,179.307675645232,164.323370917445,173.112087257097,208600341.635089,1207085.9678866,208.60034163508902
AAVE,2025-05-02,173.112087257097,179.28983453533,172.208136164527,174.831974138942,141269755.344162,808029.185344387,141.26975534416198
AAVE,2025-05-03,174.831974138942,181.072894019857,169.849223182688,178.180892625846,142264844.191546,813855.618075824,142.264844191546
AAVE,2025-05-04,178.180892625846,178.996732924148,171.48493706189,171.635199911506,135045760.889694,770304.943263382,135.045760889694
AAVE,2025-05-05,171.635199911506,181.104716516449,170.346901051726,177.475865170179,194863965.527068,1099772.72109199,194.863965527068
AAVE,2025-05-06,177.475865170179,179.18164602718,163.881465680646,178.086212382507,210127367.701507,1228841.05692422,210.127367701507
AAVE,2025-05-07,178.086212382507,180.046431355435,167.877203907729,172.223421041291,180684900.4969,1045187.53328078,180.68490049689999
AAVE,2025-05-08,172.223421041291,207.674631658642,172.220759499938,206.326815073841,374539666.795153,1963836.59627516,374.53966679515304
AAVE,2025-05-09,206.326815073841,220.484657806304,202.86401652365,211.363822053473,342822268.000871,1638810.98931586,342.822268000871
AAVE,2025-05-10,211.363822053473,230.118021765885,209.578735537842,228.640496216963,293475236.84731,1333134.85544967,293.47523684731
AAVE,2025-05-11,228.640496216963,229.890800058546,214.699043999513,221.207578763701,210505322.265867,950882.806264832,210.505322265867
AAVE,2025-05-12,221.207578763701,229.255463935787,212.855165083265,221.858646737265,329229150.16192,1487274.72394286,329.22915016192
AAVE,2025-05-13,221.858646737265,238.281676104606,210.815918061731,236.465727898778,287409708.015098,1286731.17469462,287.409708015098
AAVE,2025-05-14,236.465727898778,238.983713405711,224.138911682315,229.497244770472,222391555.147699,964445.647274296,222.391555147699
AAVE,2025-05-15,229.497244770472,235.149473355038,217.017123296751,223.830361818229,317559187.434916,1405197.18897467,317.559187434916
AAVE,2025-05-16,223.830361818229,244.98619952364,221.730016463368,231.146795716971,330706506.548106,1405540.52508052,330.706506548106
AAVE,2025-05-17,231.146795716971,232.066041000546,220.008452360437,222.300589163,217579043.347076,965857.600005969,217.579043347076
AAVE,2025-05-18,222.300589163,243.967202339954,219.300100353026,232.362608707768,289965842.441207,1265246.89436134,289.965842441207
AAVE,2025-05-19,232.362608707768,249.688438627237,212.386464610724,247.904939007571,420018221.235259,1834112.82692043,420.018221235259
AAVE,2025-05-20,247.904939007571,270.323495020952,246.866267879671,259.606360555935,649285645.298619,2479946.57640443,649.285645298619
